NORDEMP,n_anios,anio_min,anio_max,anios_observados_txt,anios_faltantes_txt
865579,5,2010,2016,"2010,2012,2013,2015,2016","2011,2014"
865594,13,2008,2021,"2008,2009,2010,2011,2012,2013,2014,2016,2017,2018,2019,2020,2021",2015
865607,16,2008,2024,"2008,2009,2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2012
865609,13,2008,2021,"2008,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021",2009
865612,9,2008,2017,"2008,2009,2011,2012,2013,2014,2015,2016,2017",2010
865628,4,2008,2013,"2008,2011,2012,2013","2009,2010"
865629,7,2008,2015,"2008,2009,2010,2012,2013,2014,2015",2011
865653,13,2008,2021,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021",2020
865671,16,2008,2024,"2008,2009,2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2012
865680,16,2008,2024,"2008,2009,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2010
865681,10,2008,2018,"2008,2009,2011,2012,2013,2014,2015,2016,2017,2018",2010
865704,15,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2017,2018,2019,2020,2021,2022,2023,2024","2015,2016"
865705,2,2008,2011,"2008,2011","2009,2010"
865708,5,2009,2015,"2009,2010,2013,2014,2015","2011,2012"
865714,15,2008,2024,"2008,2009,2010,2011,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024","2012,2013"
865718,15,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2022,2023,2024","2020,2021"
865739,7,2008,2015,"2008,2010,2011,2012,2013,2014,2015",2009
865764,16,2008,2024,"2008,2009,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2011
865890,5,2008,2013,"2008,2009,2010,2012,2013",2011
865920,7,2008,2015,"2008,2010,2011,2012,2013,2014,2015",2009
865956,7,2008,2017,"2008,2009,2010,2014,2015,2016,2017","2011,2012,2013"
865957,7,2008,2015,"2008,2009,2011,2012,2013,2014,2015",2010
865982,4,2008,2013,"2008,2010,2012,2013","2009,2011"
865985,15,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2017,2018,2019,2020,2021,2022,2023,2024","2015,2016"
866014,15,2008,2023,"2008,2009,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2011
866058,7,2008,2015,"2008,2009,2010,2011,2013,2014,2015",2012
866077,15,2009,2024,"2009,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2011
866087,5,2008,2013,"2008,2009,2011,2012,2013",2010
866123,4,2008,2013,"2008,2009,2010,2013","2011,2012"
866145,7,2008,2015,"2008,2009,2010,2011,2012,2014,2015",2013
866159,15,2008,2024,"2008,2009,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024","2010,2011"
866162,4,2008,2013,"2008,2009,2010,2013","2011,2012"
866166,11,2012,2024,"2012,2013,2014,2015,2016,2017,2018,2019,2020,2023,2024","2021,2022"
866167,6,2008,2015,"2008,2009,2011,2013,2014,2015","2010,2012"
866171,15,2008,2024,"2008,2009,2010,2011,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024","2012,2013"
866173,7,2008,2015,"2008,2009,2011,2012,2013,2014,2015",2010
866176,14,2008,2024,"2008,2009,2010,2011,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024","2012,2013,2014"
866183,5,2008,2015,"2008,2009,2013,2014,2015","2010,2011,2012"
866244,5,2008,2013,"2008,2009,2010,2011,2013",2012
866282,6,2008,2015,"2008,2011,2012,2013,2014,2015","2009,2010"
866340,16,2008,2024,"2008,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2009
866342,16,2008,2024,"2008,2009,2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2012
866435,6,2008,2014,"2008,2009,2010,2011,2013,2014",2012
866438,4,2008,2013,"2008,2009,2010,2013","2011,2012"
866467,11,2008,2021,"2008,2009,2010,2011,2012,2013,2017,2018,2019,2020,2021","2014,2015,2016"
866474,14,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2018,2019,2020,2021,2022,2023,2024","2015,2016,2017"
866510,15,2008,2024,"2008,2009,2010,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024","2011,2012"
866519,16,2008,2024,"2008,2009,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2011
866533,16,2008,2024,"2008,2009,2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2014
866534,6,2008,2015,"2008,2009,2010,2011,2014,2015","2012,2013"
866535,15,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2022,2023,2024","2020,2021"
866549,13,2008,2021,"2008,2009,2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021",2012
866575,5,2008,2013,"2008,2009,2011,2012,2013",2010
866579,4,2008,2012,"2008,2009,2010,2012",2011
866594,16,2008,2024,"2008,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2009
866682,11,2008,2019,"2008,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019",2009
866692,15,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2023,2024","2021,2022"
866737,7,2008,2015,"2008,2009,2010,2011,2013,2014,2015",2012
866771,16,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024",2019
866780,3,2008,2012,"2008,2010,2012","2009,2011"
866810,16,2008,2024,"2008,2009,2010,2011,2012,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2013
866837,16,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024",2021
866884,16,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023,2024",2018
866909,3,2008,2011,"2008,2009,2011",2010
866954,16,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023,2024",2018
866958,15,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2024","2022,2023"
866961,16,2008,2024,"2008,2009,2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2014
866969,7,2008,2015,"2008,2009,2010,2011,2013,2014,2015",2012
866997,7,2008,2015,"2008,2010,2011,2012,2013,2014,2015",2009
867005,16,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",2015
867016,7,2008,2016,"2008,2009,2011,2012,2013,2015,2016","2010,2014"
867029,16,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024",2019
867073,12,2008,2020,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2020",2019
867109,14,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2023,2024","2020,2021,2022"
867116,4,2008,2013,"2008,2009,2010,2013","2011,2012"
867159,4,2008,2012,"2008,2009,2010,2012",2011
867178,3,2009,2012,"2009,2010,2012",2011
867189,4,2008,2012,"2008,2009,2011,2012",2010
867211,7,2008,2015,"2008,2010,2011,2012,2013,2014,2015",2009
867217,16,2008,2024,"2008,2009,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2011
867271,15,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2023,2024","2021,2022"
867285,3,2008,2011,"2008,2009,2011",2010
867301,13,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2024","2020,2021,2022,2023"
867351,8,2008,2016,"2008,2009,2010,2011,2012,2014,2015,2016",2013
867364,7,2008,2016,"2008,2009,2010,2011,2012,2013,2016","2014,2015"
867385,10,2008,2019,"2008,2009,2010,2011,2012,2013,2016,2017,2018,2019","2014,2015"
867403,4,2008,2012,"2008,2009,2010,2012",2011
867437,14,2008,2024,"2008,2009,2010,2011,2012,2014,2015,2016,2017,2018,2019,2022,2023,2024","2013,2020,2021"
867442,10,2008,2019,"2008,2009,2010,2011,2012,2013,2014,2015,2018,2019","2016,2017"
867487,12,2008,2021,"2008,2009,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021","2010,2011"
867571,15,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2017,2018,2019,2020,2021,2022,2023,2024","2015,2016"
867603,9,2008,2018,"2008,2009,2010,2011,2012,2013,2014,2017,2018","2015,2016"
973257,7,2008,2015,"2008,2009,2010,2011,2012,2014,2015",2013
973309,4,2008,2015,"2008,2013,2014,2015","2009,2010,2011,2012"
973325,10,2008,2019,"2008,2009,2010,2013,2014,2015,2016,2017,2018,2019","2011,2012"
973366,16,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024",2021
973454,7,2008,2015,"2008,2009,2010,2012,2013,2014,2015",2011
973495,7,2008,2015,"2008,2009,2010,2012,2013,2014,2015",2011
973547,16,2008,2024,"2008,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2009
973618,6,2008,2015,"2008,2009,2010,2013,2014,2015","2011,2012"
973623,6,2009,2015,"2009,2010,2012,2013,2014,2015",2011
974578,14,2008,2023,"2008,2009,2010,2011,2012,2013,2014,2015,2018,2019,2020,2021,2022,2023","2016,2017"
974615,5,2009,2015,"2009,2010,2013,2014,2015","2011,2012"
974675,5,2008,2013,"2008,2009,2011,2012,2013",2010
974831,11,2008,2019,"2008,2009,2010,2011,2013,2014,2015,2016,2017,2018,2019",2012
974923,16,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2018,2019,2020,2021,2022,2023,2024",2017
974933,16,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024",2019
974940,6,2008,2015,"2008,2009,2012,2013,2014,2015","2010,2011"
974962,16,2008,2024,"2008,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2009
975069,14,2008,2024,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2020,2021,2022,2023,2024","2017,2018,2019"
975092,6,2008,2015,"2008,2011,2012,2013,2014,2015","2009,2010"
975291,7,2008,2016,"2008,2011,2012,2013,2014,2015,2016","2009,2010"
975359,4,2008,2013,"2008,2009,2010,2013","2011,2012"
975590,7,2008,2015,"2008,2009,2010,2011,2013,2014,2015",2012
975693,15,2008,2024,"2008,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024","2009,2010"
975703,12,2008,2021,"2008,2009,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021","2010,2011"
975810,10,2008,2018,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2018",2017
975824,10,2008,2020,"2008,2009,2010,2011,2015,2016,2017,2018,2019,2020","2012,2013,2014"
975860,7,2008,2016,"2008,2009,2010,2011,2012,2013,2016","2014,2015"
975881,6,2008,2014,"2008,2009,2010,2011,2013,2014",2012
975894,6,2008,2015,"2008,2010,2012,2013,2014,2015","2009,2011"
975934,3,2008,2011,"2008,2009,2011",2010
975988,5,2010,2015,"2010,2012,2013,2014,2015",2011
976051,7,2008,2015,"2008,2009,2010,2011,2013,2014,2015",2012
976054,6,2008,2014,"2008,2009,2010,2011,2013,2014",2012
976147,16,2008,2024,"2008,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2009
976179,6,2008,2014,"2008,2010,2011,2012,2013,2014",2009
976468,7,2008,2015,"2008,2010,2011,2012,2013,2014,2015",2009
976520,7,2008,2015,"2008,2009,2011,2012,2013,2014,2015",2010
