NORDEST,n_anios,n_dptos_distintos,secuencia,patron,anio_cambio,dpto_antes,dpto_despues
975057,13,2,2008:73 | 2009:73 | 2010:73 | 2011:73 | 2016:73 | 2017:41 | 2018:41 | 2019:41 | 2020:41 | 2021:41 | 2022:41 | 2023:41 | 2024:41,cambio_sostenido,2017,73,41
975059,17,2,2008:11 | 2009:11 | 2010:11 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2011,11,25
975103,17,2,2008:8 | 2009:8 | 2010:8 | 2011:76 | 2012:76 | 2013:76 | 2014:76 | 2015:76 | 2016:8 | 2017:8 | 2018:8 | 2019:8 | 2020:8 | 2021:8 | 2022:8 | 2023:8 | 2024:8,patron_irregular,NA,NA,NA
975184,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
975187,17,2,2008:25 | 2009:25 | 2010:25 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:11 | 2023:25 | 2024:11,patron_irregular,NA,NA,NA
975776,16,2,2008:5 | 2010:5 | 2011:13 | 2012:13 | 2013:13 | 2014:13 | 2015:13 | 2016:13 | 2017:13 | 2018:13 | 2019:13 | 2020:13 | 2021:13 | 2022:13 | 2023:13 | 2024:13,cambio_sostenido,2011,5,13
978794,17,2,2008:76 | 2009:76 | 2010:19 | 2011:76 | 2012:76 | 2013:76 | 2014:76 | 2015:76 | 2016:76 | 2017:76 | 2018:76 | 2019:76 | 2020:76 | 2021:76 | 2022:76 | 2023:76 | 2024:76,salto_aislado,2010,76,19
978795,17,2,2008:19 | 2009:19 | 2010:76 | 2011:19 | 2012:19 | 2013:19 | 2014:19 | 2015:19 | 2016:19 | 2017:19 | 2018:19 | 2019:19 | 2020:19 | 2021:19 | 2022:19 | 2023:19 | 2024:19,salto_aislado,2010,19,76
978811,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2016,11,25
978880,17,2,2008:11 | 2009:11 | 2010:76 | 2011:76 | 2012:76 | 2013:76 | 2014:76 | 2015:76 | 2016:76 | 2017:76 | 2018:76 | 2019:76 | 2020:76 | 2021:76 | 2022:76 | 2023:76 | 2024:76,cambio_sostenido,2010,11,76
978955,9,2,2008:76 | 2009:76 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11,cambio_sostenido,2010,76,11
979001,17,2,2008:76 | 2009:76 | 2010:76 | 2011:76 | 2012:76 | 2013:76 | 2014:76 | 2015:76 | 2016:76 | 2017:76 | 2018:76 | 2019:76 | 2020:76 | 2021:76 | 2022:5 | 2023:5 | 2024:5,cambio_sostenido,2022,76,5
979375,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2021,11,25
980552,17,2,2008:76 | 2009:76 | 2010:76 | 2011:76 | 2012:76 | 2013:76 | 2014:76 | 2015:76 | 2016:76 | 2017:76 | 2018:76 | 2019:19 | 2020:19 | 2021:19 | 2022:19 | 2023:19 | 2024:19,cambio_sostenido,2019,76,19
980861,17,2,2008:68 | 2009:68 | 2010:11 | 2011:11 | 2012:11 | 2013:68 | 2014:68 | 2015:68 | 2016:68 | 2017:68 | 2018:68 | 2019:68 | 2020:68 | 2021:68 | 2022:68 | 2023:68 | 2024:68,patron_irregular,NA,NA,NA
981813,17,2,2008:11 | 2009:11 | 2010:8 | 2011:8 | 2012:8 | 2013:8 | 2014:8 | 2015:8 | 2016:8 | 2017:8 | 2018:8 | 2019:8 | 2020:8 | 2021:8 | 2022:8 | 2023:8 | 2024:8,cambio_sostenido,2010,11,8
981829,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
981841,17,2,2008:99 | 2009:99 | 2010:99 | 2011:99 | 2012:99 | 2013:99 | 2014:99 | 2015:99 | 2016:99 | 2017:99 | 2018:99 | 2019:99 | 2020:99 | 2021:99 | 2022:99 | 2023:85 | 2024:85,cambio_sostenido,2023,99,85
981858,4,2,2008:41 | 2009:76 | 2010:76 | 2011:76,cambio_sostenido,2009,41,76
981972,17,2,2008:25 | 2009:25 | 2010:25 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:11 | 2022:11 | 2023:11 | 2024:11,cambio_sostenido,2011,25,11
982004,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2012,11,25
982434,17,2,2008:11 | 2009:11 | 2010:73 | 2011:73 | 2012:73 | 2013:73 | 2014:73 | 2015:73 | 2016:73 | 2017:73 | 2018:73 | 2019:73 | 2020:73 | 2021:73 | 2022:73 | 2023:73 | 2024:73,cambio_sostenido,2010,11,73
982453,17,2,2008:25 | 2009:25 | 2010:25 | 2011:25 | 2012:25 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:11 | 2022:11 | 2023:25 | 2024:25,patron_irregular,NA,NA,NA
982456,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
982607,15,2,2008:11 | 2009:11 | 2010:11 | 2011:25 | 2012:25 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:11 | 2022:11,patron_irregular,NA,NA,NA
982675,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2018,11,25
982701,4,2,2008:11 | 2009:11 | 2010:25 | 2011:25,cambio_sostenido,2010,11,25
982746,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2012,11,25
982857,17,2,2008:11 | 2009:11 | 2010:11 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2011,11,25
983018,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
983059,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2020,11,25
983107,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2016,11,25
983165,15,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25,cambio_sostenido,2018,11,25
983173,17,2,2008:11 | 2009:11 | 2010:11 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2011,11,25
983236,17,2,2008:11 | 2009:11 | 2010:11 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2011,11,25
983292,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2018,11,25
983351,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:11 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2022,11,25
983383,12,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25,cambio_sostenido,2013,11,25
983470,10,2,2008:11 | 2009:11 | 2010:11 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25,cambio_sostenido,2011,11,25
983496,14,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:25 | 2019:25 | 2020:25 | 2021:25,cambio_sostenido,2018,11,25
983508,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2017,11,25
983572,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:25 | 2020:25 | 2021:25 | 2022:11 | 2023:11 | 2024:11,patron_irregular,NA,NA,NA
983575,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2019,11,25
983589,16,2,2008:11 | 2009:11 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2011,11,25
983638,13,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2018:25 | 2019:25 | 2020:25 | 2021:25,cambio_sostenido,2018,11,25
983671,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:5 | 2021:5 | 2022:5 | 2023:5 | 2024:5,cambio_sostenido,2020,11,5
983685,6,2,2008:11 | 2009:11 | 2010:11 | 2011:25 | 2012:25 | 2013:11,patron_irregular,NA,NA,NA
983711,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:11 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2022,11,25
983733,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2012,11,25
983734,7,2,2008:11 | 2009:11 | 2010:5 | 2011:5 | 2012:5 | 2013:5 | 2014:5,cambio_sostenido,2010,11,5
983806,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2012,11,25
983841,9,2,2008:25 | 2009:25 | 2010:25 | 2011:25 | 2012:25 | 2013:50 | 2014:50 | 2015:50 | 2016:50,cambio_sostenido,2013,25,50
983912,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2017,11,25
983923,15,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:25 | 2020:25 | 2021:25 | 2022:25,cambio_sostenido,2019,11,25
984052,17,3,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:5 | 2021:5 | 2022:5 | 2023:5 | 2024:5,patron_irregular,NA,NA,NA
984086,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2012,11,25
984110,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:11 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2022,11,25
984157,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
984184,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:11 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2022,11,25
984192,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:11 | 2022:11 | 2023:25 | 2024:25,cambio_sostenido,2023,11,25
984194,10,2,2008:11 | 2009:11 | 2010:11 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25,cambio_sostenido,2011,11,25
984199,10,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:73 | 2014:73 | 2015:73 | 2016:73 | 2017:73,cambio_sostenido,2013,11,73
984241,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2021,11,25
984251,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:11 | 2022:11 | 2023:11 | 2024:25,cambio_sostenido,2024,11,25
984266,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2017,11,25
984272,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
984365,6,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:25 | 2013:25,cambio_sostenido,2012,11,25
984380,17,2,2008:11 | 2009:11 | 2010:11 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2011,11,25
984383,17,2,2008:11 | 2009:11 | 2010:25 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2010,11,25
984388,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
984404,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2020,11,25
984446,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2017,11,25
984458,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
984470,9,2,2008:25 | 2009:25 | 2010:25 | 2011:25 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11,cambio_sostenido,2012,25,11
984483,5,2,2008:11 | 2012:25 | 2013:25 | 2014:25 | 2015:25,cambio_sostenido,2012,11,25
984502,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2012,11,25
984506,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
984589,5,2,2008:11 | 2009:11 | 2010:11 | 2011:25 | 2012:25,cambio_sostenido,2011,11,25
984688,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2020,11,25
984792,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2019,11,25
984800,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
984816,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:11 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2022,11,25
984827,17,2,2008:11 | 2009:11 | 2010:11 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2011,11,25
984849,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:11 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2022,11,25
984893,17,2,2008:11 | 2009:11 | 2010:11 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:11 | 2020:11 | 2021:11 | 2022:11 | 2023:11 | 2024:11,patron_irregular,NA,NA,NA
984906,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2012,11,25
985001,17,2,2008:11 | 2009:11 | 2010:11 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2011,11,25
985022,14,2,2008:11 | 2009:11 | 2010:11 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25,cambio_sostenido,2011,11,25
985108,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2019,11,25
985308,14,2,2008:11 | 2009:11 | 2010:11 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25,cambio_sostenido,2011,11,25
985581,14,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25,cambio_sostenido,2013,11,25
985903,15,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:25 | 2021:25 | 2022:25,cambio_sostenido,2020,11,25
985913,11,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:25 | 2018:25,cambio_sostenido,2017,11,25
985954,17,2,2008:11 | 2009:11 | 2010:11 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2011,11,25
986181,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:11 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2022,11,25
986194,17,2,2008:11 | 2009:11 | 2010:25 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2010,11,25
986199,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2017,11,25
986206,16,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25,cambio_sostenido,2012,11,25
986208,6,2,2009:11 | 2011:11 | 2012:50 | 2013:50 | 2014:50 | 2015:50,cambio_sostenido,2012,11,50
986217,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:11 | 2022:11 | 2023:25 | 2024:25,cambio_sostenido,2023,11,25
986235,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
986241,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2019,11,25
986256,16,2,2008:11 | 2009:11 | 2010:11 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25,cambio_sostenido,2011,11,25
986299,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:11 | 2019:11 | 2020:11 | 2021:11 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2022,11,25
986516,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2013,11,25
986527,8,2,2008:11 | 2009:11 | 2010:11 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25,cambio_sostenido,2011,11,25
986534,7,2,2008:25 | 2009:25 | 2010:25 | 2011:25 | 2012:25 | 2013:11 | 2014:11,cambio_sostenido,2013,25,11
986537,17,2,2008:11 | 2009:11 | 2010:25 | 2011:25 | 2012:25 | 2013:25 | 2014:25 | 2015:25 | 2016:25 | 2017:25 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2010,11,25
986546,17,2,2008:11 | 2009:11 | 2010:11 | 2011:11 | 2012:11 | 2013:11 | 2014:11 | 2015:11 | 2016:11 | 2017:11 | 2018:25 | 2019:25 | 2020:25 | 2021:25 | 2022:25 | 2023:25 | 2024:25,cambio_sostenido,2018,11,25
